NAME	PREFIX	SERIES	LEVEL	MAGIC_ID	MAG_P1_MIN	MAG_P1_MAX	MAG_P2_MIN	MAG_P2_MAX	MAG_P3_MIN	MAG_P3_MAX	BASE_VALUE	SWORD	BLADE	WAND	SPEAR	HAMMER	DUALBLADES	DARTS	KNIFE	CROSSBOW	ARMOR	RING	NECKLACE	AMULET	BOOT	BELT	HELM	CUFF	SACHET	PENDANT	METAL	WOOD	WATER	FIRE	EARTH	REMARK
T¨ng chÝnh x¸c	1		1	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		2	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		3	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		4	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		5	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		6	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		7	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		8	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		9	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng chÝnh x¸c	1		10	166	300	300	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	60	100	30	30	
T¨ng tèc ®é c«ng kÝch	1		1	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		2	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		3	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		4	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		5	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		6	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		7	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		8	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		9	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
T¨ng tèc ®é c«ng kÝch	1		10	115	30	30	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	65	100	40	40	
Bá qua phßng thñ ®èi ph­¬ng	1		1	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		2	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		3	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		4	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		5	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		6	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		7	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		8	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		9	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Bá qua phßng thñ ®èi ph­¬ng	1		10	58	1	1	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	50	40	100	30	30	
Kh«ng thÓ ph¸ hñy	1		1	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		2	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		3	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		4	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		5	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		6	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		7	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		8	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		9	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kh«ng thÓ ph¸ hñy	1		10	43	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		1	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		2	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		3	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		4	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		5	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		6	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		7	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		8	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		9	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng phßng thñ ®èi ®a	1		10	150	250	250	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		1	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		2	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	150000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		3	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	450000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		4	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		4	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		6	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	6000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		5	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	12000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		8	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	24000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		9	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	35000000	0	0	0	0	0	60	50	100	60	70	
T¨ng tèc ®é ch¹y vµ ®i bé 	1		10	111	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	60000000	0	0	0	0	0	60	100	100	90	70	
Ph¶n ®ßn VËt lý 	1		1	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		2	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		3	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		4	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		5	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		6	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		7	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		8	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		9	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Ph¶n ®ßn VËt lý 	1		10	117	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		1	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		2	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		3	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		4	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		5	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		6	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		7	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		8	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		9	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
Phôc håi tr¹ng th¸i c«ng kÝch	1		10	113	40	40	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	0	0	0	0	0	0	60	100	90	100	70	
T¨ng ph¹m vi s¸t th­¬ng	1		1	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		2	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		3	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		4	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		5	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		6	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		7	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		8	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		9	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng ph¹m vi s¸t th­¬ng	1		10	112	6	6	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
T¨ng kü n¨ng	1		1	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		2	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		3	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		4	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		5	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		6	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		7	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		8	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		9	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng kü n¨ng	1		10	139	2	2	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
t¨ng phßng thñ 	1		1	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		2	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		3	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		4	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		5	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		6	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		7	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		8	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		9	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
t¨ng phßng thñ 	1		10	114	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	100	40	40	50	
hót Sinh lùc	1		1	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		2	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		3	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		4	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		5	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		6	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		7	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		8	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		9	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
hót Sinh lùc	1		10	136	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	60	60	100	50	50	
